ID,TIMESTAMP,SENDER,SUBJECT,BODY,LABELED_LOCATION,LABELED_TRUCK,SUPPORT_RESPONSE
80715770,"""2022-02-22T16:30:00Z""",johndoe@email.com,Missing Item in My Order from Guac n' Roll in Denver,"Hello Tasty Bytes Support, 

I recently visited the food truck in Denver during the evening shift and ordered the Three Taco Combo Plate. However, when I received my order, I noticed that one of the tacos was missing. I brought this to the attention of the staff, but they were unable to rectify the situation as they had run out of supplies. 

I am reaching out to request a refund for the missing taco or a voucher for my next purchase your truck. I appreciate your attention to this matter and look forward to hearing back from you soon. 

Best Regards, 
John Doe",Denver,,"Hello John Doe,

I'm sorry to hear about the inconvenience you had whilst ordering the Three Taco Combo Plate. It’s disappointing to know that you received an incomplete order, and for that, I sincerely apologize.

In order to assist you further with your refund request, could you please clarify which of our TastyBytes trucks in Denver you visited? We have several trucks within the city and getting this specific info will help us provide the best solution.

Once we have this information, we'll promptly process a refund for the missing taco or issue a voucher for your next purchase, as per your preference. Look out for a separate message to enter the payment details.

Thank you for your understanding and patience while we work to resolve this issue for you. 

Best Regards,
Customer Support Agent
TastyBytes"
92050311,"""2023-03-15T20:30:00Z""",johndoe@mail.com,Missing item from my order at The Mac Shack in Seattle,"Hi Tasty Bytes Support, 

I am writing to report an issue with my recent order your truck in Seattle. I ordered the Lobster Mac & Cheese, but when I received my food, I noticed that the lobster was missing. I was looking forward to trying this dish, and I am quite disappointed with this experience. 

Could you please look into this matter and let me know if there is any resolution? I have attached my receipt to this email for your reference. 

Thank you, 
John Doe",Seattle,,"Dear John Doe,

Thank you for reaching out and sharing your experience with us, and we deeply apologize for the inconvenience you've faced. It is certainly not our standard to miss out on delivering what we have promised, especially on a dish as special as our Lobster Mac & Cheese.

To resolve this matter, we'll do a thorough investigation. However, to proceed, could you please provide the name of the truck where you purchased your meal? We have multiple trucks in Seattle, and this information will help us to locate your order quickly.

Once we identify the truck, we will coordinate with the team and ensure this type of issue does not occur again. Furthermore, we'll definitely issue you a refund for this inconvenience caused. Do watch out for a separate message regarding the refund and the information requirement.

We value your feedback and it helps us improve our services.

Thank you once again and we look forward to assisting you further,

TastyBytes Customer Support."
87302381,"""2022-03-01T15:30:00Z""",john.doe@gmail.com,Missing Item in My Order from The Mac Shack,"Hello Tasty Bytes Support, 

I recently visited The Mac Shack food truck during the evening shift. I ordered the Lobster Mac & Cheese, but when I received my order, it was missing the lobster. I would like a refund or a replacement for the incorrect order. Please let me know how to proceed. 

Thank you, 
John Doe",,The Mac Shack,"Hello John,

I'm really sorry to hear about the trouble you had with your Lobster Mac & Cheese at The Mac Shack truck. It's our priority to ensure that every customer receives their order exactly as requested, and clearly, we missed the mark on your visit.

I would be happy to help process a refund for you. Please expect a separate message from us where you can safely provide your payment details for the refund. 

In addition, it would be very helpful if you could let us know in which city you visited The Mac Shack truck. We have multiple TastyBytes trucks operating under the same name in different cities and we want to ensure this feedback and issue gets directed to the correct team.

Thank you again for your feedback, and we truly appreciate your understanding in this matter.

Best,
Customer Support at TastyBytes"
75480341,"""2023-03-15T12:45:00Z""",john.doe@example.com,Missing Item in MyOrder from The Mac Shack,"Hello,

I recently visited The Mac Shack and ordered the Lobster Mac & Cheese. However, I noticed that there was no lobster in my meal. I was hoping someone could look into this issue and let me know how it can be resolved.

Thank you,
John Doe",,The Mac Shack,"Dear John Doe,

Thank you for bringing this matter to our attention, and I apologize for the inconvenience you experienced at The Mac Shack. Your satisfaction is our priority, and I'm sorry that the Lobster Mac & Cheese did not meet your expectations.

It would be helpful to know in which city you visited The Mac Shack to better assist you in solving the issue. Once we know this information, we will investigate the issue further to understand why there was no lobster in your meal. 

Again, I apologize for this mistake and thank you for your patience and understanding.

Kind regards,
Customer Support Agent, TastyBytes."
84728341,"""2023-02-15T14:30:00Z""",jane.doe@example.com,Missing ingredient in The Mac Shack's Lobster Mac & Cheese,"Hello Tasty Bytes Support, 

I recently visited The Mac Shack and ordered the Lobster Mac & Cheese. Although I enjoyed my meal, I felt that there was a missing ingredient in the dish. I was expecting more lobster pieces in the mac & cheese, but could barely find any. 

Could you kindly look into this matter and ensure that the correct amount of lobster is used in this dish in the future? 

Thank you for your attention. 

Best regards, 
Jane Doe",,The Mac Shack,"Dear Jane Doe,

Thank you so much for taking the time to reach out to us. We appreciate your feedback about your experience at The Mac Shack. I'm truly sorry to hear that your Lobster Mac & Cheese dish didn't meet your expectations. The amount of lobster in each dish is something we take very seriously and we want to ensure customer satisfaction at all times.

To help us in our investigation and ensure this doesn't happen again, would you please let us know the city in which you experienced this issue? This will allow us to provide feedback to the correct TastyBytes truck to resolve the issue efficiently. 

Once again, we apologize for this experience and thank you for bringing this to our attention so we can work towards improving our service.

Best Regards,
TastyBytes Customer Service Team"
77979370,"""2023-03-08T12:30:00Z""",james_brown@mail.com,Issue with Order at The Mac Shack in London,"Hello Tasty Bytes Support, 

I recently visited your truck in London and had a rather disappointing experience. I ordered the Lobster Mac & Cheese, but it was not up to the mark. The lobster was overcooked and the cheese sauce was too runny. 

I am a regular customer and have always enjoyed your food, but this time it was not up to the standard I have come to expect. I would appreciate it if you could look into this matter and ensure that such issues do not occur in the future. 

Thank you, 
James Brown",London,,"Dear James,

First of all, thank you for taking the time to send us your concerns about our Lobster Mac & Cheese dish. We sincerely apologize for the substandard experience you had with one of our food trucks in London. 

As a regular and valued customer, your satisfaction is our priority. We are disappointed to hear that we fell short of our quality standards on this occasion. 

Could you please specify the exact food truck within London you visited? It would help us narrow down the issue and carry out an investigation promptly. We want to ensure that this will be addressed immediately and thoroughly to prevent this from happening again in the future.

We appreciate your patience and understanding over this matter. Your feedback is essential to helping us improve, and we're grateful for it.

Best regards,
Customer Support, TastyBytes"
1561693,"""2023-02-15T14:30:00Z""",johndoe@gmail.com,Missing menu item at Better Off Bread in New York City,"Hello Tasty Bytes Support, 

I am writing to you from New York City. I visited the Better Off Bread truck today and noticed that the Pastrami sandwich was not available. I was looking forward to trying it as it's one of my favorites. Could you please let me know if this item has been discontinued or if it's temporarily unavailable? 

Thank you for your time. 

Best, 
John Doe",New York City,Better Off Bread,"Hello John Doe,

Thank you for reaching out and expressing your concern.

I sincerely apologize that you were not able to enjoy the Pastrami sandwich at our Better Off Bread truck in New York City. I understand that it must have been disappointing as you had been looking forward to it.

Please be assured that this sandwich has not been discontinued. It's possible that it may have temporarily sold out due to its popularity. That said, I will promptly check with the team to find out more specifically why it wasn't available.

Once again, I apologize for the inconvenience caused. I will strive to ensure that it doesn't happen in the future. 

Thank you for your patience and understanding.

Best regards,
Customer Support Team, TastyBytes"
85875380,"""2023-03-15T11:45:00Z""",john_doe@gmail.com,Missing Item from Guac n' Roll Order,"Hello Tasty Bytes Support, 

I recently ordered a Three Taco Combo Plate from your Guac n' Roll truck in New York City, but when I received my order, one of the tacos was missing. I would appreciate a refund or a replacement for the missing item. 

Thank you, 
John Doe",New York City,Guac n' Roll,"Dear John Doe, 

Thank you so much for reaching out and bringing this issue to our attention. We sincerely apologize for the inconvenience caused to you, it is certainly not the level of service we strive to provide at our Guac n' Roll truck in New York City. 

We understand your disappointment and agree that you should receive the full value of what you ordered. We'd be more than happy to issue a refund or offer a replacement for the missing taco from your Three Taco Combo Plate. 

Please expect a follow-up message from us where we will ask for your order details to arrange for the refund or replacement. 

Once again, we apologize for the inconvenience and value your feedback as it helps us improve our service.

Best regards,
Customer Support Team, TastyBytes"
94198360,"""2023-02-15T18:30:00Z""",john_doe@email.com,Menu Inquiry for The Mac Shack in Boston,"Hello Tasty Bytes Support, 

I am reaching out to inquire about the menu at The Mac Shack food truck located in Boston. Specifically, I am interested in knowing if there are any gluten-free options available. I have celiac disease and I would love to be able to enjoy your delicious mac and cheese. 

Thank you for your time and I look forward to hearing back from you soon. 

Best regards, 
John Doe",Boston,The Mac Shack,"Dear John Doe,

Thank you so much for reaching out to us. We're really glad to hear that you're interested in our Mac Shack food truck in Boston and specifically our mac and cheese!

I have good news for you, we do indeed offer gluten-free options at our food trucks! We understand the need for dietary accommodations and we try our best to cater to everyone. 

Please know that our team will take the utmost care to ensure that your meal is prepared in a way that is safe for you to consume. 

Thank you once again for reaching out. We hope to see you soon at the Mac Shack!

Warm regards,
TastyBytes Customer Support Team"
1985805,"""2023-03-15T16:20:32Z""",johndoe_seattle@email.com,Missing Item in My Order from The Mac Shack,"Hello Tasty Bytes Support, 

I am writing to report a missing item in my order from The Mac Shack food truck in Seattle. I ordered the Lobster Mac & Cheese yesterday evening but found that it was missing when I got home. I have checked the receipt and it was indeed included in my order. I would appreciate it if you could look into this matter and let me know how you plan to resolve it. 

Thank you, 
John Doe",Seattle,The Mac Shack,"Hi John, 

First of all, I want to thank you for bringing this matter to our attention. I'd like to apologize for the missing Lobster Mac & Cheese from your order at The Mac Shack food truck in Seattle. This is certainly not the standard of service we aim to provide at TastyBytes. 

We take such issues very seriously and I assure you that we will look into this and rectify it at the earliest. As a resolution, we would like to offer you a full refund for the missing item. You will soon receive a separate communication to provide your payment details for the same. 

Again, I apologize for any inconvenience caused. We hope you will give us a chance to serve you better in the future. 

Best, 
Customer Support, TastyBytes"
96186061,"""2022-03-15T14:30:00Z""",johndoe@gmail.com,Missing Item in My Order from The Mac Shack,"Hi Tasty Bytes Support, 

I ordered the Lobster Mac & Cheese from The Mac Shack yesterday evening. Unfortunately, there was no lobster in my Mac & Cheese. I was really looking forward to it and was quite disappointed. Could you please look into this matter and let me know what can be done to resolve this issue? 

Thanks, 
John Doe",,The Mac Shack,"Dear John Doe,

Thank you for reaching out and bringing this to our attention. I'm truly sorry to hear about your experience with The Mac Shack.

Our Lobster Mac & Cheese should definitely come with Lobster, and I apologize that this wasn't the case for your order. This is not the standard we strive to maintain at TastyBytes. We will certainly investigate this issue and remind our food truck teams about the importance of meal accuracy. 

To assist you further, could you please let me know in which city you experienced this issue? This information will help me to address the matter more effectively.

Once again, I'm sorry for the disappointment you've experienced. As a token of our apology and in a bid to rectify this, I'd like to issue a refund for your order. After your response with the city information, you will receive a separate message to enter your payment details for the refund. 

Thank you for your understanding and patience.

Best Regards, 
TastyBytes Customer Support"
89517811,"""2023-03-15T14:30:00Z""",johndoe@gmail.com,Missing Item in My Order from Freezing Point in London,"Hello Tasty Bytes Support, 

I recently visited the truck yesterday evening and ordered a Two Scoop Bowl. However, when I received my order, I noticed that there was only one scoop of ice cream in my bowl. I brought this to the attention of the staff, but they were unable to rectify the situation as they were in the middle of a rush. I am writing to request a refund for the missing scoop of ice cream. 

Thank you, 
John Doe",,,"Hello John Doe,

Thank you for reaching out. We sincerely apologize for the oversight that occurred with your Two Scoop Bowl order. We understand how disappointing it must have been to receive less than what you paid for. 

I'll be more than happy to assist with processing the refund for the missing scoop of ice cream. There will be a separate message for entering your payment details. 

However, to assist you further, could you please let us know which TastyBytes truck you visited and in which city you experienced this issue?

Again, we apologize for the inconvenience and appreciate your patience.

Best regards,
Customer Support, TastyBytes"
76658501,"""2023-02-15T16:30:00Z""",johndoe@gmail.com,Missing Item in My Order from The Mac Shack,"Hello Tasty Bytes Support, 

I recently visited The Mac Shack and ordered the Lobster Mac & Cheese. However, I noticed that there was no lobster in my mac and cheese. I was quite disappointed as I was really looking forward to trying this dish. Can you please look into this issue? 

Thank you, 
John Doe",,The Mac Shack,"Dear John Doe,

Thank you for bringing this issue to our attention. We sincerely apologize for the inconvenience you experienced at The Mac Shack. We understand how disappointing it must have been to not find any lobster in your Lobster Mac & Cheese and we want to assure you that this is not the kind of service we aim to provide.

To address your concern thoroughly and escalate this to the correct team, could you please let us know in which city you experienced this issue? Depending on the city, we have different teams handling the food trucks and this information will allow us to follow up more effectively.

Once again, we are truly sorry for the disappointment you experienced and we appreciate your feedback which allows us to improve our service. 

Best regards,
Customer Support, TastyBytes"
942699,"""2023-01-15T16:30:00Z""",johndoe@gmail.com,Missing Item from Today's Lunch Order at Guac n' Roll in Denver,"Hello Tasty Bytes Support, 

I ordered a Fish Burrito from the truck today during the lunch shift. Unfortunately, when I received my order, I noticed that the guacamole was missing. I love your food and usually enjoy my meals from Tasty Bytes, but this was a bit disappointing. Could you please look into this issue and ensure that it doesn't happen again in the future? 

Thank you, 
John Doe",,,"Hi John Doe,

I'm really sorry to hear about your experience! I understand how important every part of a meal is, especially as something delicious as guacamole in a Fish Burrito. I appreciate your feedback and understand your disappointment.

Could you please provide more information on which specific TastyBytes truck you ordered from and the city in which this occurred? We have multiple trucks in various locations, and we want to make sure we address your issue with the correct team to avoid such incidents in the future.


Thank you for bringing this to our attention.

Best,
TastyBytes Customer Support"
72658890,"""2023-03-14T15:30:00Z""",jamesbrown@email.com,Missing Item in My Order from Freezing Point,"Hello Tasty Bytes Support, 

I recently visited the food truck in London and ordered a Two Scoop Bowl. However, I only received one scoop in my bowl. I kindly request a refund for the incomplete order. 

Best regards, 
James Brown",London,,"Dear James,

Thank you so much for reaching out and bringing this issue to our attention. Firstly, I want to express my sincere apologies for the mix-up with your Two Scoop bowl order at our food truck.

I understand where you're coming from and a refund is certainly in order for the inconvenience caused. In order to process your refund as quickly as possible, could you please provide me with the specific name of our food truck you visited in London? 

Once we have the name, we will promptly issue your refund and you can expect a separate message asking for your payment details.

Again, I want to apologize for any inconvenience this has caused you. Your satisfaction is our top priority and we appreciate your patience and understanding over this matter.

Best regards,
Customer Support at TastyBytes"
83956450,"""2023-03-21T12:30:00Z""",james_doe@gmail.com,Absence of Veggie Option at Guac n' Roll in London,"Hello Tasty Bytes Support, 

I am writing to express my concern about the lack of vegetarian options at the food truck in London. I am a regular customer and love the food, but recently I've noticed that the vegetarian option 'Veggie Taco Bowl' has not been available for the past week. 

I and many of my friends who are vegetarians would greatly appreciate it if you could ensure that this item is consistently available on the menu. 

Thank you for your attention to this matter. 

Best regards, 
James Doe",London,,"Hello James, 

Thank you so much for your feedback, and I appreciate your loyalty to our food truck. I truly apologize that the Veggie Taco Bowl hasn't been available for the last week at the TastyBytes truck in London. We understand the importance of providing a variety of food options, especially for our vegetarian customers.

Please allow us to look into this matter regarding the consistent availability of vegetarian dishes on the menu and address this with the concerned food truck. Could you kindly specify which TastyBytes truck in London this specific concern relates to? We have several locations in the city, and this would help us expedite the process. 

Once again, please accept my apologies for the inconvenience you've experienced. Thank you for bringing this to our attention. 

Best, 
Customer Support at TastyBytes"
3462093,"""2023-03-15T16:30:00Z""",johndoe@gmail.com,Missing Item in My Order from The Mac Shack,"Hello Tasty Bytes Support, 

I recently visited The Mac Shack and ordered the Lobster Mac & Cheese. However, when I received my order, I noticed that there was no lobster in my Mac & Cheese. I was quite disappointed as I was really looking forward to trying it. 

Could you please look into this issue and let me know how you plan to resolve it? I would appreciate it if you could get back to me as soon as possible. 

Thank you, 
John Doe",,The Mac Shack,"Hello John, 

I'm really sorry to hear about your experience with The Mac Shack. Not receiving the dish that you ordered certainly makes for a disappointing meal and I apologize for any inconvenience this caused. 

So that I can look into this issue more thoroughly, would you mind telling me in which city your experience occurred? 

Once I have this information, I will investigate the matter further and make sure we address it appropriately. I'd like you to have a positive food experience with us and your satisfaction is our top priority. 

Thank you for bringing this to our attention and giving us the opportunity to put things right. 

Best,
The TastyBytes Team"
2735384,"""2023-02-15T19:24:00Z""",johndoe@gmail.com,Missing Item in My Order from Better Off Bread,"Hello Tasty Bytes Support, 

I ordered a Hot Ham & Cheese sandwich from Better Off Bread truck in New York City yesterday around 12:30 PM. However, when I received my order, I noticed that I was missing the sandwich. I only got the bottled water that I ordered. 

Could you please look into this issue and let me know how we can resolve it? I would appreciate a refund or a replacement sandwich at my earliest convenience. 

Thank you for your time and assistance. 

Best regards, 
John Doe",New York City,Better Off Bread,"Hello John,

Thank you for your message and bringing this issue to our attention. I'm really sorry to hear about your missing Hot Ham & Cheese sandwich from our Better Off Bread truck in New York City. This certainly isn't the standard we aim to provide.

To correct this, we are more than happy to either refund you for the missing item or provide a replacement sandwich. Which option would you prefer? 

Please note that if a refund is chosen, a separate message will be sent to you to guide you through the process of entering your payment details for your refund.

We sincerely apologize for the inconvenience caused and will ensure to make your TastyBytes experience better next time.

Best regards,
Customer Support with TastyBytes"
82578270,"""2023-02-15T16:30:00Z""",johndoe@gmail.com,Missing Menu Item at Smoky BBQ in Denver,"Hello Tasty Bytes Support, 

I recently visited the food truck in Denver and noticed that the 'Fried Pickles' item was missing from the menu. I was really looking forward to trying them out as they are one of my favorites. I was wondering if this is a temporary issue or if they have been removed from the menu permanently. Please let me know. 

Thank you, 
John Doe",Denver,,"Hello John Doe,

Thank you for reaching out to us with your query regarding the 'Fried Pickles' item. I understand how you would have been looking forward to having them and I sincerely apologize for any inconvenience this may have caused.

To enable me to assist you more effectively, could you please let me know which TastyBytes food truck in Denver you visited? We have multiple food trucks in the city and the menus may slightly vary from one food truck to another.  

Looking forward to your reply. 

Best Regards, 
Customer Support, TastyBytes."
99319201,"""2023-03-15T11:45:32Z""",john.doe@gmail.com,Missing Item in My Order from The Mac Shack in London,"Hello Tasty Bytes Support, 

I recently visited The Mac Shack and ordered the Lobster Mac & Cheese. Unfortunately, when I received my order, I noticed that there was no lobster in my mac and cheese. I was quite disappointed as I was really looking forward to trying this dish. 

Could you please look into this issue and let me know what can be done to rectify this situation? 

Thank you for your time and assistance. 

Best regards, 
John Doe",,The Mac Shack,"Hello John, 

Thank you so much for bringing this to our attention and we are truly sorry to hear about your experience with your order at The Mac Shack. We completely understand the disappointment associated with not receiving what you look forward to, especially when it's our popular Lobster Mac & Cheese. 

Could you kindly tell us in which city this happened? Since we have multiple The Mac Shack trucks, this information will help us identify and address the issue with the correct team.

Once again, we apologize for the inconvenience and appreciate your patience and understanding as we work to resolve this issue.

Best regards,
TastyBytes Customer Support"
